weight,age,height,size
78,28,175.26,XL
71,29,167.48,XL
68,35,162.56,XL
58,27,175.26,M
58,54,167.64,M
54,36,162.56,M
54,28,162.56,S
73,54,180.34,XL
63,34,167.64,M
61,54,177.8,M
54,32,154.94,M
77,27,167.64,XL
69,23,175.26,L
66,30,175.26,XL
54,34,167.64,S
72,39,167.64,XL
74,28,167.64,XL
61,48,177.8,M
54,32,164.94,S
67,49,170.18,L
50,28,160.02,S
47,42,162.56,S
63,28,167.64,M
50,35,160.02,S
78,33,175.26,XL
67,29,160.02,L
50,40,157.48,S
62,42,167.64,M
76,26,172.72,XL
52,30,167.64,S
78,48,177.8,XL
78,32,172.72,XL
58,19,175.26,M
58,31,160.02,M
76,30,170.18,XL
69,24,175.26,L
53,30,160.02,S
70,24,162.56,L
54,42,157.48,M
73,26,170.18,XL
69,29,172.72,L
52,35,165.1,S
63,29,160.02,L
45,27,157.48,S
56,37,157.48,M
61,33,170.18,M
54,32,164.94,S
73,42,172.72,XL
69,22,162.56,L
67,28,172.72,L
71,41,172.72,XL
68,36,165.1,L
73,26,172.72,XL
71,30,170.18,L
67,41,162.56,L
67,30,162.56,L
54,30,172.72,S
54,26,154.94,M
73,24,175.26,XL
61,31,170.34,M
67,27,177.8,L
56,45,162.56,M
70,27,170.18,XL
52,25,157.48,S
58,31,162.56,M
48,30,152.4,S
70,31,165.1,L
73,45,167.48,XL
52,34,157.48,S
67,23,167.64,XL
69,22,172.72,L
63,27,167.64,M
52,36,162.56,S
69,58,170.18,XL
58,39,170.18,M
49,26,170.18,S
74,40,175.26,L
52,50,162.56,S
74,30,165.1,XL
56,41,165.1,M
54,33,162.56,S
72,31,167.64,XL
54,32,167.48,S
54,28,167.48,S
76,29,175.26,L
61,19,162.56,M
57,32,172.72,M
65,28,162.56,XL
67,34,172.72,L
56,32,162.56,M
58,28,170.18,M
56,31,160.02,M
55,55,160.02,M
76,52,177.8,XL
52,36,157.48,S
63,27,177.8,M
54,24,170.18,S
55,28,162.56,M
56,28,160.02,M
68,27,160.02,XL
57,28,162.56,M
54,29,160.02,S
58,34,175.26,M
60,38,162.56,M
52,37,154.94,S
65,28,162.56,L
58,30,162.56,M
47,34,162.56,S
54,18,162.56,S
50,25,165.1,S
58,28,170.18,M
61,21,170.18,M
71,34,172.72,L
58,46,167.64,M
64,34,162.56,L
58,35,167.64,M
69,39,172.72,XL
56,24,165.1,M
54,25,162.56,S
70,35,170.18,XL
71,30,170.18,L
68,30,162.56,XL
69,31,170.18,XL
54,33,154.94,M
49,31,160.02,S
65,28,172.72,M
61,38,170.18,M
54,26,164.94,S
71,43,167.64,XL
56,48,160.02,M
58,42,175.26,M
67,40,170.18,L
58,29,154.94,L
67,34,160.02,L
48,35,157.48,S
51,37,159.48,M
73,30,172.72,XL
71,30,167.64,XL
52,55,154.94,M
69,44,165.1,L
54,42,160.02,S
54,32,167.8,S
56,37,172.72,M
76,27,177.8,XL
76,42,170.18,XL
59,35,170.18,M
70,25,165.1,XL
56,30,162.56,M
63,34,162.56,M
71,35,170.18,L
57,33,165.1,M
63,28,162.56,M
64,27,170.18,L
69,27,167.64,L
54,31,162.4,S
61,31,162.56,M
73,33,177.8,XL
62,46,160.02,L
76,35,175.26,XL
71,35,170.18,L
65,28,162.56,L
61,42,177.8,M
52,36,152.4,M
70,31,170.18,XL
58,37,167.64,M
73,32,170.18,XL
51,48,160.02,S
51,43,156.94,M
73,33,172.72,XL
58,25,162.56,M
72,39,167.64,XL
63,32,170.18,M
74,31,175.26,L
61,49,175.26,M
61,30,175.26,M
63,32,172.72,M
53,32,157.48,M
76,31,175.26,XL
49,16,170.18,S
61,26,165.1,M
69,36,170.18,XL
69,33,165.1,L
53,35,152.4,M
61,34,167.64,M
75,34,165.1,XL
67,36,162.56,L
77,38,170.18,XL
74,63,175.26,XL
70,34,170.18,XL
62,38,167.64,L
55,42,157.48,M
50,27,170.18,S
56,33,165.1,M
56,43,162.56,M
54,22,165.1,M
65,33,162.56,L
54,34,165.1,M
69,48,175.26,L
75,40,167.64,XL
61,32,160.02,M
58,33,165.1,M
75,25,167.64,XL
53,27,170.18,S
79,27,160.02,XL
79,26,177.8,XL
45,36,157.48,S
67,28,172.72,L
52,35,157.48,S
71,30,167.64,XL
72,36,165.1,XL
71,35,177.8,L
54,23,165.1,M
69,32,170.18,L
61,31,167.64,M
65,34,162.56,XL
67,38,165.1,L
65,24,172.72,M
58,35,167.64,M
50,30,152.4,S
56,32,160.02,M
56,29,157.48,M
53,30,160.02,S
67,32,167.64,L
71,36,170.18,XL
65,33,170.18,M
49,45,160.02,S
71,32,170.18,L
51,32,154.94,S
54,34,160.02,M
58,31,154.94,L
52,20,165.1,S
75,33,167.64,XL
54,34,160.02,S
49,35,160.02,S
77,36,167.64,XL
65,30,167.64,M
49,24,167.64,S
61,31,157.48,L
56,41,157.48,M
61,32,165.1,M
49,32,160.02,S
51,32,154.4,M
50,35,157.48,M
52,28,162.56,S
72,32,172.72,XL
53,28,172.72,S
45,32,152.4,S
76,44,175.26,XL
47,33,152.4,S
80,32,175.26,XL
58,29,157.48,M
69,54,180.34,XL
56,38,167.64,M
64,56,167.64,L
49,24,167.64,S
61,53,157.48,L
69,28,177.8,L
52,29,162.56,S
59,24,170.18,M
58,30,162.56,M
78,32,172.72,XL
58,30,165.1,M
75,32,177.8,L
76,45,170.18,XL
54,27,167.64,M
74,25,170.18,L
49,24,167.64,S
71,33,170.18,L
74,37,162.56,XL
67,38,170.18,L
45,34,152.4,S
58,30,172.72,M
56,32,152.4,L
61,35,170.34,M
52,28,160.02,S
65,37,165.1,M
54,28,162.56,S
49,52,160.02,S
69,33,170.18,L
53,34,160.02,S
54,30,165.1,S
61,26,170.18,M
74,35,172.72,L
63,29,157.48,L
51,38,160.02,M
56,34,162.56,M
73,25,175.26,XL
69,26,172.72,XL
73,41,172.72,XL
79,32,167.64,XL
52,28,160.02,S
52,39,162.56,S
61,28,172.72,M
58,45,170.18,M
54,31,165.1,S
58,34,154.94,L
68,35,160.02,XL
71,31,170.18,XL
70,23,160.02,XL
64,31,175.26,L
52,38,162.56,S
61,33,172.72,M
69,31,170.18,L
54,36,165.1,S
69,30,170.18,L
69,29,165.1,L
62,32,172.72,M
69,37,162.56,L
54,33,160.02,S
61,33,172.72,M
61,30,167.64,M
73,36,172.72,L
76,25,172.72,XL
65,21,160.02,XL
58,50,165.1,M
53,35,157.48,S
58,41,162.56,M
48,53,160.02,S
65,29,160.02,XL
75,28,170.18,XL
58,23,162.56,M
52,28,167.64,S
70,34,165.1,XL
52,25,162.56,S
77,30,167.48,XL
73,33,170.18,XL
67,21,167.64,XL
69,49,170.18,XL
54,32,162.56,S
63,33,172.72,L
51,31,157.48,S
58,32,162.56,M
54,30,167.64,S
58,37,167.64,M
64,55,172.72,XL
65,25,175.26,M
54,26,162.56,M
58,28,157.48,M
48,34,162.56,S
58,28,165.1,M
58,52,160.02,M
54,37,162.56,S
79,28,175.26,XL
67,25,170.18,L
74,32,170.18,L
54,26,170.18,S
61,45,172.72,M
66,26,170.18,XL
67,37,160.02,L
61,22,175.26,M
78,33,175.26,XL
49,45,167.64,S
54,26,167.64,M
63,36,162.56,M
54,32,167.64,M
56,39,162.56,M
69,36,167.64,L
71,31,170.18,L
70,22,160.02,XL
52,25,157.48,S
62,36,175.26,M
63,23,160.02,XL
61,28,167.64,M
65,41,172.72,M
62,37,172.72,M
53,35,160.02,S
52,53,157.48,M
71,35,167.48,XL
52,38,160.02,M
51,20,159.86,S
54,44,175.26,S
65,29,177.8,M
63,35,165.1,M
54,36,157.48,M
54,42,167.64,S
51,29,164.56,M
52,29,160.02,S
58,32,175.26,M
53,31,170.18,S
58,33,175.26,M
58,33,167.64,M
54,33,167.48,S
67,31,162.56,L
58,44,175.26,M
49,37,152.4,S
69,41,165.1,L
54,36,162.56,M
53,48,160.02,M
56,38,160.02,M
80,37,177.8,XL
52,32,172.72,S
65,35,177.8,M
49,32,160.02,S
64,43,172.72,M
59,33,162.56,M
61,33,172.72,M
52,26,157.48,M
52,32,165.1,S
64,31,170.18,L
54,26,167.48,S
65,27,167.64,M
52,37,160.02,S
72,39,167.64,XL
58,27,160.02,M
56,25,154.94,M
76,40,172.72,XL
63,28,170.18,M
71,24,170.18,XL
67,31,172.72,L
58,50,167.64,M
50,34,157.48,S
74,36,165.1,XL
56,29,160.02,M
58,29,154.94,L
57,23,162.56,M
54,27,162.56,S
52,33,157.48,S
68,28,167.64,XL
58,42,162.56,M
53,32,170.18,S
74,29,175.26,L
56,37,172.72,M
56,36,160.02,M
53,27,160.02,S
53,28,165.1,S
52,26,162.56,S
71,31,177.8,L
56,37,165.1,M
59,47,165.1,M
59,34,157.48,M
73,29,167.64,XL
52,27,167.64,M
58,31,170.18,M
61,28,154.94,L
76,37,172.72,XL
71,59,167.64,XL
73,31,175.26,XL
69,25,172.72,L
63,31,167.64,M
79,33,177.8,XL
76,34,177.8,L
69,31,162.56,L
63,20,170.18,M
71,54,170.18,XL
58,38,167.64,M
54,44,167.48,S
58,36,170.18,M
58,33,170.18,M
80,33,177.8,XL
76,30,170.18,XL
56,29,165.1,M
58,21,170.18,M
78,32,180.34,XL
78,31,175.26,XL
61,23,167.64,M
61,31,167.64,M
58,33,167.64,M
56,33,167.64,M
54,35,154.94,M
56,58,170.18,M
68,52,170.18,L
49,28,154.94,S
58,27,157.48,M
61,42,177.8,M
61,28,160.02,M
52,31,157.48,S
58,33,170.18,M
49,24,160.02,S
54,38,160.02,M
81,23,162.4,XL
54,40,162.56,S
65,38,172.72,L
52,29,160.02,S
63,33,165.1,M
54,30,170.18,S
53,40,164.94,S
76,36,170.18,XL
49,37,157.48,S
60,37,167.64,M
77,48,177.8,XL
70,32,167.64,XL
52,38,162.56,M
68,36,160.02,L
67,28,162.56,L
64,39,177.8,L
52,31,160.02,S
58,33,160.02,M
70,30,160.02,XL
59,54,162.56,M
76,28,170.18,XL
73,37,170.18,XL
56,29,170.18,M
54,26,164.94,S
45,54,154.94,S
61,29,165.1,M
56,30,172.72,M
45,30,162.56,S
52,30,165.1,S
58,38,167.64,M
68,33,167.64,XL
76,23,172.72,XL
68,34,165.1,L
56,62,162.56,M
54,32,160.02,S
58,32,162.56,M
67,30,162.56,XL
63,25,160.02,L
49,29,152.4,S
53,41,167.64,S
63,30,165.1,M
71,36,165.1,L
50,38,170.18,S
53,28,160.02,M
67,30,167.64,L
61,29,162.56,M
65,35,177.8,M
73,53,167.64,XL
53,40,159.86,S
74,31,172.72,L
56,32,167.64,M
58,31,162.56,M
61,24,170.18,M
53,28,162.56,M
50,29,165.1,S
79,36,167.48,XL
54,25,165.1,S
53,33,170.18,S
65,26,177.8,M
60,31,162.56,M
62,27,167.64,L
52,30,157.48,M
48,28,160.02,S
74,32,177.8,L
79,41,167.48,XL
49,27,170.18,S
73,26,172.72,XL
48,47,157.48,S
47,29,165.1,S
69,34,162.56,L
58,24,162.56,M
65,32,160.02,XL
71,35,167.48,XL
69,24,165.1,L
56,34,162.56,M
56,27,167.64,M
65,28,160.02,L
57,32,162.56,M
63,28,170.34,M
78,32,175.26,XL
58,34,162.56,M
58,36,154.94,L
54,34,162.56,M
58,40,165.1,M
68,36,167.64,XL
72,35,162.56,L
52,30,157.48,M
47,49,157.48,S
70,27,160.02,XL
71,32,170.18,L
76,34,180.34,XL
49,20,165.1,S
63,31,175.26,M
69,36,175.26,L
71,36,175.26,L
67,49,170.18,L
61,36,157.48,L
71,23,167.64,L
50,31,160.02,S
58,27,172.72,M
52,20,175.26,S
54,34,160.02,M
76,32,175.26,XL
56,30,165.1,M
56,24,162.56,M
65,27,172.72,M
61,27,167.64,M
71,34,172.72,XL
56,31,165.1,M
56,43,162.56,M
60,29,172.72,M
71,23,170.18,L
61,39,160.02,M
69,35,167.64,L
56,33,162.56,M
52,26,162.56,S
79,33,165.1,XL
69,28,165.1,L
71,29,177.8,L
63,29,167.64,M
54,19,170.18,S
56,36,170.18,M
53,37,162.56,S
58,29,154.94,L
74,32,170.18,L
52,35,157.48,M
52,39,162.56,M
53,32,170.26,S
60,35,162.56,M
58,38,160.02,M
58,31,162.56,M
63,29,162.56,M
52,34,167.64,S
58,26,167.64,M
70,34,170.18,L
54,25,160.02,S
71,30,170.18,L
52,45,152.4,M
58,28,157.48,M
59,28,165.1,M
54,32,160.02,S
69,35,177.8,L
52,32,170.18,S
65,35,170.18,L
70,26,165.1,XL
55,46,165.1,M
76,25,170.18,XL
53,39,162.56,S
61,21,172.72,M
54,33,160.02,M
56,32,157.48,M
76,34,177.8,XL
76,32,175.26,XL
60,36,172.72,M
77,59,172.72,XL
53,44,170.26,S
69,30,172.72,L
70,39,170.18,XL
63,27,170.18,M
64,42,172.72,L
55,38,162.56,M
54,23,167.48,S
69,33,162.56,L
50,32,162.56,S
72,33,170.18,L
54,23,157.48,M
59,30,172.72,M
51,22,160.02,S
71,30,180.34,XL
56,26,165.1,M
53,54,167.64,M
52,29,167.64,S
68,29,160.02,XL
54,30,160.02,S
61,28,165.1,M
70,45,165.1,XL
51,25,162.02,M
68,30,162.56,L
55,45,165.1,M
71,37,170.18,L
73,32,167.64,XL
52,23,162.4,S
67,32,175.26,L
63,30,170.34,M
56,36,162.56,M
47,29,154.94,S
45,29,154.94,S
68,38,160.02,XL
63,30,170.34,M
58,35,175.26,M
50,57,154.94,M
56,28,167.64,M
54,26,152.4,M
55,48,167.64,M
52,26,162.56,M
76,23,172.72,XL
78,53,177.8,XL
53,28,170.26,S
78,34,180.34,XL
57,26,162.56,M
64,38,157.48,L
52,21,167.64,S
71,35,172.72,XL
71,31,170.18,XL
64,33,170.18,L
49,34,160.02,S
52,20,157.48,S
71,26,177.8,L
70,31,170.18,XL
52,48,157.48,M
51,29,162.56,S
57,37,165.1,M
58,34,162.56,M
53,44,157.48,S
78,33,177.8,XL
74,26,177.8,L
65,29,164.94,XL
65,33,160.02,L
54,41,170.18,M
72,35,162.56,XL
49,23,154.94,S
67,22,162.56,L
61,22,167.64,M
53,41,162.56,S
72,28,170.18,XL
69,40,167.64,L
53,32,170.26,S
78,34,177.8,L
65,26,172.72,M
74,32,175.26,XL
51,28,162.4,S
78,25,177.8,XL
57,22,162.56,M
52,28,160.02,S
54,31,170.18,S
61,31,167.64,M
61,27,170.18,M
54,30,160.02,S
58,39,167.64,M
61,25,170.18,M
70,23,165.1,XL
58,36,162.56,M
76,27,177.8,XL
71,24,167.64,XL
81,31,167.48,XL
69,48,172.72,XL
53,48,162.56,M
52,20,160.02,S
58,37,165.1,M
52,27,157.48,S
67,44,170.18,L
67,46,162.56,L
73,39,170.18,L
71,57,167.48,XL
65,44,160.02,XL
52,35,167.64,S
61,36,170.18,L
54,37,167.48,S
57,38,162.56,M
58,26,167.64,M
53,28,160.02,S
69,40,177.8,XL
54,29,165.1,M
67,33,167.64,L
67,35,162.56,L
69,37,177.8,XL
74,36,175.26,XL
56,24,162.56,M
52,37,160.02,S
53,38,160.02,M
54,30,167.48,S
65,41,162.56,L
58,41,162.56,M
76,53,177.8,XL
75,33,167.64,XL
68,30,165.1,XL
53,33,165.1,S
61,34,167.64,M
61,38,170.18,M
78,34,172.72,XL
56,30,162.56,M
76,28,180.34,XL
50,32,160.02,S
72,21,167.64,XL
58,40,162.56,M
60,35,157.48,L
62,30,160.02,XL
56,27,157.48,M
68,31,162.56,L
77,26,167.48,XL
58,45,157.48,M
69,25,170.18,L
58,23,172.72,M
76,35,182.88,XL
76,29,170.18,XL
58,43,157.48,M
76,36,172.72,L
54,31,162.56,M
55,41,170.18,M
69,30,170.18,L
61,28,162.56,M
73,45,167.64,XL
52,34,167.64,S
50,30,165.1,S
71,35,167.64,L
58,27,172.72,M
49,26,172.72,S
57,21,167.64,M
49,34,160.02,S
58,34,154.94,L
69,35,165.1,L
72,28,162.56,XL
65,36,162.56,XL
56,20,154.94,M
69,53,165.1,L
63,30,160.02,L
52,28,160.02,S
67,33,162.56,L
58,37,167.64,M
65,50,167.64,L
71,32,172.72,L
54,32,170.18,S
69,30,165.1,L
60,28,160.02,M
76,40,175.26,XL
54,41,162.56,S
69,31,170.18,L
69,26,165.1,L
61,33,167.64,M
71,33,175.26,L
58,64,172.72,M
61,55,157.48,L
52,32,162.56,S
51,39,156.94,M
65,27,162.56,L
73,31,175.26,XL
56,29,165.1,M
53,44,165.1,S
54,24,170.18,M
77,29,167.48,XL
73,32,167.64,XL
63,34,160.02,L
65,31,160.02,XL
68,34,172.72,L
58,26,172.72,M
52,37,162.4,S
74,30,172.72,XL
54,31,167.64,M
55,32,167.64,M
53,44,154.94,M
63,30,175.26,M
71,35,177.8,L
49,36,154.94,S
61,30,172.72,M
56,28,167.64,M
68,31,167.64,XL
64,32,170.18,L
56,32,165.1,M
54,27,165.1,S
73,28,170.18,XL
68,29,172.72,L
64,32,175.26,M
69,27,165.1,L
73,23,177.8,XL
56,27,154.94,M
69,25,172.72,L
52,40,157.48,S
54,39,157.48,M
71,27,167.64,XL
69,27,162.56,L
64,35,160.02,XL
71,35,170.18,L
54,42,170.18,M
58,31,167.64,M
61,28,157.48,L
69,41,170.18,L
61,30,172.72,M
70,29,170.18,L
58,41,160.02,M
61,28,172.72,M
71,34,167.64,L
74,28,170.18,L
63,45,154.78,XL
65,27,160.02,L
62,35,172.72,M
71,34,167.64,XL
71,31,164.94,XL
61,28,172.72,M
46,48,152.4,S
61,45,172.72,M
61,50,165.1,M
61,35,157.48,L
58,37,165.1,M
51,27,159.48,M
67,45,172.72,L
64,35,167.64,L
65,26,162.56,XL
76,45,180.34,XL
56,34,165.1,M
78,38,175.26,XL
61,28,167.64,M
76,29,177.8,XL
48,26,162.56,S
54,33,157.48,M
68,28,165.1,XL
52,37,157.48,S
58,27,162.56,M
52,61,170.18,S
59,31,170.18,M
54,30,164.94,S
65,26,162.56,XL
78,24,175.26,L
78,36,175.26,XL
53,41,162.56,S
64,49,167.64,L
69,38,177.8,XL
55,28,154.94,M
53,42,160.02,M
65,41,172.72,M
66,35,170.18,XL
56,38,160.02,M
56,40,157.48,M
58,48,170.18,M
52,29,162.4,S
56,29,167.64,M
58,45,165.1,M
58,34,175.26,M
58,39,175.26,M
73,34,175.26,XL
56,30,160.02,M
56,26,167.64,M
66,33,167.64,L
54,38,160.02,S
55,46,167.64,M
56,32,167.64,M
49,31,162.56,S
71,42,167.64,L
68,45,167.64,XL
54,33,165.1,M
74,29,172.72,L
52,25,165.1,M
54,31,165.1,M
77,32,177.8,XL
71,41,172.72,XL
74,40,162.56,XL
58,26,162.56,M
58,26,170.18,M
61,30,162.56,M
52,37,149.86,M
61,27,167.64,M
52,36,162.56,M
53,30,160.02,M
67,37,167.64,L
76,40,182.88,XL
61,27,165.1,M
76,26,170.18,XL
61,25,160.02,M
58,36,172.72,M
58,28,162.56,M
73,32,177.8,XL
65,34,162.56,XL
68,29,167.64,L
52,29,170.18,S
49,38,162.56,S
56,22,160.02,M
72,26,170.18,XL
67,27,167.64,L
58,31,170.18,M
65,28,162.56,XL
64,49,167.64,L
53,28,162.56,S
50,43,154.94,S
51,49,152.4,M
75,36,167.64,XL
63,25,160.02,XL
58,33,167.64,M
52,47,162.56,M
51,31,159.48,M
54,28,162.56,S
72,50,172.72,XL
58,28,162.56,M
49,30,160.02,S
54,26,162.56,S
58,29,165.1,M
58,30,170.18,M
52,32,152.4,M
61,30,162.56,M
69,32,167.64,L
63,45,170.18,L
71,40,175.26,XL
71,33,175.26,XL
53,39,162.56,S
65,30,177.8,M
50,32,154.94,S
71,37,172.72,L
63,27,170.18,M
76,44,180.34,XL
75,24,180.34,XL
61,34,177.8,M
73,38,177.8,XL
53,35,175.26,S
69,44,170.18,XL
73,28,172.72,XL
49,29,165.1,S
54,30,160.02,M
47,42,154.94,S
54,31,162.56,S
58,37,160.02,M
71,45,180.34,XL
62,47,167.64,L
52,27,157.48,S
58,36,170.18,M
58,30,157.48,M
63,47,177.8,M
61,29,160.02,M
52,35,157.48,S
50,45,157.48,S
68,30,167.64,XL
47,40,165.1,S
68,30,157.48,L
52,29,162.56,S
43,31,152.4,S
47,24,162.56,S
71,36,160.02,XL
52,35,157.48,S
49,31,154.94,S
54,30,154.94,M
69,35,165.1,L
56,47,160.02,M
56,25,157.48,M
61,35,167.64,M
61,33,177.8,M
58,36,152.4,L
58,31,167.64,M
79,39,172.72,XL
62,37,170.18,M
58,30,172.72,M
67,35,170.18,L
64,60,167.64,L
61,23,170.18,M
54,31,165.1,M
64,37,175.26,L
51,30,165.1,S
80,38,177.8,XL
58,32,162.56,M
56,31,167.64,M
56,29,172.72,M
58,32,160.02,M
68,29,167.64,L
54,36,165.1,S
68,31,162.56,XL
54,48,160.02,S
54,27,167.48,S
68,20,167.64,L
61,29,177.8,M
56,41,167.64,M
63,28,160.02,L
69,31,167.64,L
58,25,167.64,M
49,36,160.02,S
71,31,175.26,L
60,40,157.48,L
58,28,167.64,M
49,49,162.56,S
63,43,160.02,XL
54,29,164.94,S
65,29,175.26,M
53,49,165.1,S
68,33,167.64,XL
81,34,164.94,XL
73,33,175.26,XL
58,27,162.56,M
54,42,160.02,S
62,38,167.64,M
54,35,154.94,M
53,31,164.94,S
61,39,167.64,M
56,27,172.72,M
58,27,157.48,M
54,18,167.64,S
52,46,165.1,S
54,35,162.56,M
61,49,157.48,L
54,52,152.4,M
49,29,165.1,S
52,32,157.48,M
73,34,175.26,XL
71,32,172.72,L
54,28,160.02,M
65,29,162.56,L
58,42,162.56,M
63,38,170.18,M
54,27,167.64,S
51,35,152.4,M
45,34,149.86,S
78,36,175.26,XL
61,35,160.02,M
69,39,167.48,XL
68,35,165.1,XL
67,40,172.72,L
72,33,165.1,XL
78,49,180.34,XL
76,46,170.18,XL
55,26,162.56,M
56,29,162.56,M
53,30,167.64,S
71,35,170.18,XL
55,26,170.18,M
58,32,162.56,M
63,36,175.26,M
54,23,154.94,M
72,27,167.64,XL
69,32,162.56,L
53,36,160.02,S
73,30,172.72,XL
63,35,177.8,M
69,29,172.72,L
65,44,167.64,M
61,33,165.1,M
63,35,162.56,M
69,47,170.18,XL
58,39,160.02,M
61,26,160.02,M
50,32,157.48,S
52,59,162.56,S
52,41,162.56,M
52,34,160.02,S
57,47,167.64,M
78,43,172.72,XL
58,29,162.56,M
69,26,165.1,L
63,33,157.48,L
63,25,172.88,M
54,30,167.64,S
76,31,170.18,XL
54,30,167.64,S
68,39,160.02,XL
67,26,162.56,L
67,30,170.18,L
58,25,165.1,M
43,23,147.32,S
58,35,165.1,M
49,25,162.56,S
56,36,170.18,M
78,44,172.72,XL
54,24,170.18,M
68,25,160.02,XL
73,30,167.64,L
58,33,167.64,M
51,30,160.02,S
71,30,170.18,L
52,44,154.94,M
71,42,172.72,XL
67,38,167.64,L
58,30,167.64,M
69,30,172.72,XL
64,38,172.72,M
57,29,167.64,M
78,28,175.26,XL
63,29,167.64,M
74,33,175.26,L
58,34,170.18,M
72,39,172.72,XL
56,55,172.72,M
63,45,167.64,M
70,32,165.1,XL
73,19,180.34,XL
56,32,162.56,M
52,35,162.56,S
71,41,162.4,XL
56,28,167.64,M
68,31,165.1,XL
51,32,159.48,M
71,56,170.18,XL
47,32,157.48,S
56,32,160.02,M
60,34,160.02,M
68,40,160.02,XL
72,25,175.26,XL
58,44,167.64,M
74,41,172.72,L
63,35,165.1,M
76,32,172.72,XL
61,32,175.26,M
54,38,162.56,S
54,41,160.02,M
74,21,175.26,L
66,26,170.18,XL
80,30,164.94,XL
72,35,170.18,L
48,31,154.94,S
72,39,160.02,XL
67,32,167.64,L
67,43,172.72,L
53,30,157.48,S
72,32,167.64,XL
63,29,167.64,M
50,34,162.56,S
69,32,175.26,L
63,21,167.64,L
56,63,162.56,M
56,41,167.64,M
49,41,160.02,S
54,23,162.56,M
61,25,172.72,M
58,53,162.56,M
76,23,172.72,XL
69,31,167.64,L
64,30,160.02,L
58,65,167.64,M
53,29,160.02,S
58,32,172.72,M
48,31,165.1,S
54,28,167.48,S
67,45,167.64,L
76,38,170.18,XL
58,28,172.72,M
61,56,175.26,M
54,48,162.56,S
54,29,167.48,S
72,39,170.18,XL
67,32,172.72,L
53,33,167.64,S
73,30,175.26,XL
70,33,165.1,XL
69,28,162.56,L
65,33,164.94,XL
71,42,167.64,L
64,34,167.64,L
71,35,172.72,XL
45,39,149.86,S
62,31,172.72,M
65,40,160.02,L
65,32,165.1,M
61,29,167.64,M
82,48,177.8,XL
52,39,167.64,S
57,30,162.56,M
71,33,167.48,XL
71,34,170.18,XL
61,29,165.1,M
52,31,162.56,M
49,39,160.02,S
74,32,175.26,XL
65,30,170.34,M
63,28,152.4,L
49,31,172.72,S
68,28,167.64,XL
54,35,160.02,M
66,47,170.18,XL
52,35,160.02,S
53,36,167.64,S
78,27,172.72,XL
54,33,165.1,M
58,36,175.26,M
67,25,167.64,L
54,29,167.64,M
63,28,170.18,M
59,34,165.1,M
54,31,165.1,M
85,36,182.88,XL
54,28,167.64,M
47,38,152.4,S
57,55,157.48,M
51,28,160.02,S
72,29,172.72,XL
54,50,165.1,M
67,32,170.18,L
73,27,167.64,XL
77,38,175.26,XL
49,37,170.18,S
58,41,162.56,M
71,45,175.26,L
72,33,167.48,XL
45,34,157.48,S
79,36,167.48,XL
65,31,162.4,XL
63,29,160.02,L
51,27,165.1,S
58,35,167.64,M
71,35,165.1,L
59,28,170.18,M
77,38,175.26,XL
74,35,175.26,L
59,29,165.1,M
70,54,172.72,XL
58,30,160.02,M
70,30,159.86,XL
71,43,167.48,XL
67,42,172.72,L
47,37,152.4,S
58,32,170.18,M
63,29,167.64,M
71,24,172.72,L
54,26,170.18,S
49,29,160.02,S
65,30,164.94,XL
56,33,157.48,M
58,35,172.72,M
52,36,154.94,S
71,48,167.64,L
58,36,170.18,M
78,45,172.72,XL
67,42,172.72,L
59,28,175.26,M
49,62,157.48,S
71,29,165.1,L
53,29,170.34,S
58,26,160.02,M
63,36,175.26,M
60,26,167.64,M
54,29,165.1,S
47,25,157.48,S
50,33,152.4,M
64,42,167.64,L
58,29,162.56,M
49,33,162.56,S
51,27,165.1,S
82,29,182.88,XL
72,29,165.1,XL
71,57,167.64,XL
61,33,170.18,M
54,47,165.1,S
68,30,160.02,L
54,37,157.48,M
69,41,172.72,XL
65,39,172.88,M
61,24,167.64,M
76,36,170.18,XL
61,34,165.1,M
71,30,167.64,L
52,24,154.94,S
52,32,149.86,M
47,36,170.18,S
54,52,152.4,M
69,32,177.8,L
56,30,162.56,M
43,27,157.48,S
49,45,160.02,S
54,34,160.02,M
49,54,157.48,S
68,30,160.02,L
49,19,160.02,S
76,26,172.72,XL
67,26,160.02,L
67,28,170.18,L
76,31,170.18,XL
52,39,165.1,S
74,32,170.18,XL
73,32,170.18,XL
47,28,154.94,S
67,48,170.18,L
69,26,167.64,L
80,27,177.8,XL
67,33,167.64,L
56,28,162.56,M
73,41,172.72,XL
69,26,162.56,L
65,26,162.56,XL
70,34,167.64,XL
70,45,165.1,XL
54,39,157.48,M
68,29,170.18,L
63,30,177.8,M
58,32,160.02,M
67,35,167.64,L
52,28,157.48,S
54,39,167.48,S
56,28,162.56,M
58,27,162.56,M
77,32,167.48,XL
69,34,165.1,L
70,31,165.1,XL
58,30,172.72,M
58,29,157.48,M
56,29,160.02,M
56,51,167.64,M
64,46,172.72,M
54,36,167.64,M
76,34,172.72,L
70,34,167.64,XL
61,30,172.72,M
77,37,177.8,XL
76,30,170.18,XL
62,25,167.64,M
76,32,177.8,XL
54,28,152.4,M
56,28,160.02,M
71,30,167.64,L
58,36,172.72,M
73,30,172.72,XL
72,27,162.56,L
67,27,177.8,L
73,31,172.72,XL
73,42,162.4,XL
62,40,175.26,M
80,29,177.8,XL
51,33,159.48,M
