订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493995373906545941,E43A6E078A04228,6,6,红牛,2017/6/1 13:39,C,已出货未退款,已提现,饮料,功能饮料
DD2017071519585160288E3FEA243,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 13:39,E,已出货未退款,已提现,饮料,水
DD201708167493485516850296936,E43A6E078A04228,3,3,250ml维他柠檬茶,2017/6/1 13:42,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493195834652303382,E43A6E078A04228,7,7,合味道（海鲜风味）,2017/6/1 13:49,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493995423987330987,E43A6E078A04172,5,5,小茗同学,2017/6/1 14:03,A,已出货未退款,已提现,饮料,茶饮料
DD2017072215480685B7F10001E6F,E43A6E078A04134,4,4,银鹭八宝粥,2017/6/1 14:03,B,已出货未退款,已提现,饮料,方便速食
DD201708167493195933563085597,E43A6E078A04172,4,4,450ml美汁源果粒橙,2017/6/1 14:25,A,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493195972174728946,E43A6E078A04172,6.5,6.5,91g徐福记凤梨酥,2017/6/1 14:34,A,已出货未退款,已提现,非饮料,饼干糕点
DD20170715225213276AD091E8484,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 14:52,E,已出货未退款,已提现,饮料,水
DD20170722160727217BB61F52B83,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/6/1 14:53,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493382224176557334,E43A6E078A04228,4,4,新麦潮天然酵母面包（牛奶风味）,2017/6/1 14:53,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493196194498526429,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/1 14:54,B,已出货未退款,已提现,非饮料,饼干糕点
DD2017071601560653FE613300981,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 14:55,E,已出货未退款,已提现,饮料,水
DD201708167493196203574860716,E43A6E078A04172,3,3,250ml维他奶巧克力味,2017/6/1 14:59,A,已出货未退款,已提现,饮料,植物蛋白
DD201708167493382297941006074,E43A6E078A06874,4.5,4.5,250ml燕塘红枣牛奶,2017/6/1 15:00,E,已出货未退款,已提现,饮料,乳制品
DD201707160207458290A300F016F,E43A6E078A06874,3,3,雪碧最新款,2017/6/1 15:00,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493196218871561708,E43A6E078A07631,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/1 15:01,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493196239091046231,E43A6E078A04172,3.6,3.6,32g卫龙亲嘴烧,2017/6/1 15:19,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201707160225377142475BB87DA,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 15:23,E,已出货未退款,已提现,饮料,水
DD201708167493418231570777231,E43A6E078A06874,6.5,6.5,430g泰奇八宝粥,2017/6/1 15:25,E,已出货未退款,已提现,非饮料,方便速食
DD20170716022611180A9AF47D4D8,E43A6E078A06874,3,3,雪碧最新款,2017/6/1 15:25,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493196248753718193,E43A6E078A04228,5.5,5.5,85g统一老坛酸菜牛肉面,2017/6/1 15:32,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493196278931832902,E43A6E078A06874,4,4,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/1 15:35,E,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749319628866038355,E43A6E078A06874,2.5,2.5,250ml统一麦香奶茶,2017/6/1 15:36,E,已出货未退款,已提现,饮料,茶饮料
DD20170816749319628951984583,E43A6E078A04172,3,3,12g劲仔小鱼卤香味,2017/6/1 15:37,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196289594269078,E43A6E078A06874,4.5,4.5,50g上好佳日式鱼果,2017/6/1 15:41,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493196376916641988,E43A6E078A04172,1.8,1.8,600ml雪碧,2017/6/1 15:50,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493196442348874093,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/6/1 15:51,B,已出货未退款,已提现,饮料,乳制品
DD201708167493196457879541793,E43A6E078A07631,4.5,4.5,52g旺旺仙贝,2017/6/1 15:52,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493196582545960361,E43A6E078A07631,4.5,4.5,250ml燕塘甜牛奶,2017/6/1 16:21,D,已出货未退款,已提现,饮料,乳制品
DD201708167493196623555357145,E43A6E078A04134,6,6,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/1 16:22,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493196679706705424,E43A6E078A06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 16:23,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196683441069938,E43A6E078A04228,3.6,3.6,32g卫龙亲嘴烧,2017/6/1 16:25,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196717800692832,E43A6E078A06874,3.5,3.5,34g公仔迷你杯牛肉味,2017/6/1 16:26,E,已出货未退款,已提现,非饮料,方便速食
DD201708167493196825631915229,E43A6E078A06874,5,5,无穷农场盐_鸡蛋,2017/6/1 16:32,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493995988050544387,E43A6E078A04228,3,3,卫龙大面筋,2017/6/1 16:45,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017071603474195BDA537513CF,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 16:45,E,已出货未退款,已提现,饮料,水
DD201708167493196886208488458,E43A6E078A04228,1.5,1.5,12g劲仔小鱼麻辣味,2017/6/1 17:12,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196899218533581,E43A6E078A06874,2,2,30g无穷农场盐_鸡蛋,2017/6/1 17:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196942882341558,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/1 17:14,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196961548149147,E43A6E078A06874,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/1 17:21,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493197081058450774,E43A6E078A04228,6.5,6.5,70g乐事薯片黄瓜味,2017/6/1 17:34,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493197116271689786,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/6/1 17:35,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493197118303220425,E43A6E078A06874,2.5,2.5,250ml维他柠檬茶,2017/6/1 17:36,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493197120642641483,E43A6E078A04228,4,4,奥利奥原味芝士,2017/6/1 17:42,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493197153877045667,E43A6E078A07631,4.5,4.5,250ml燕塘红枣牛奶,2017/6/1 17:48,D,已出货未退款,已提现,饮料,乳制品
DD201708167493197261540831404,E43A6E078A04172,4.5,4.5,40g乐事美国经典原味,2017/6/1 17:50,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493197357583760164,E43A6E078A04172,1.5,1.5,45g双汇泡面拍挡,2017/6/1 17:51,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493545686630828545,E43A6E078A04172,4.5,4.5,180ml雀巢咖啡罐装,2017/6/1 17:53,A,已出货未退款,已提现,饮料,咖啡
DD201708167493197442026385611,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/6/1 17:56,A,已出货未退款,已提现,非饮料,方便速食
DD201708167493197534465458641,E43A6E078A04228,9,9,250ml维他柠檬茶,2017/6/1 18:05,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493616166737996952,E43A6E078A07631,4.5,4.5,250ml燕塘甜牛奶,2017/6/1 18:10,D,已出货未退款,已提现,饮料,乳制品
DD201708167493616144764528456,E43A6E078A04134,2.5,2.5,30g元朗小蛋卷,2017/6/1 18:14,B,已出货未退款,已提现,非饮料,饼干糕点
DD2017052315550426317B2057C35,E43A6E078A04228,3,3,雪碧（500ml）,2017/6/1 18:15,C,已出货未退款,已提现,饮料,碳酸饮料
DD2017080713053552B4E335EB52E,E43A6E078A07631,4,4,脉动,2017/6/1 18:15,D,已出货未退款,已提现,饮料,功能饮料
DD201705231539117808A6B69DF50,E43A6E078A06874,3.5,3.5,可口可乐（500ml）,2017/6/1 18:15,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170807130443446B27468C4F8,E43A6E078A04172,4,4,脉动,2017/6/1 18:16,A,已出货未退款,已提现,饮料,功能饮料
DD201708167493996192303030854,E43A6E078A04228,4.5,4.5,王老吉（500ml）,2017/6/1 18:16,C,已出货未退款,已提现,饮料,茶饮料
DD20170523153824834EC53E26CC9,E43A6E078A06874,3.5,3.5,可口可乐（500ml）,2017/6/1 18:16,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170816749399620415611545,E43A6E078A04134,1,1,康师傅矿泉水,2017/6/1 18:17,B,已出货未退款,已提现,饮料,水
DD20170807125840848C1FAC546FF,E43A6E078A07631,4,4,脉动,2017/6/1 18:17,D,已出货未退款,已提现,饮料,功能饮料
DD20170816749349585926352371,E43A6E078A04172,4,4,600ml脉动青柠,2017/6/1 18:22,A,已出货未退款,已提现,饮料,功能饮料
DD2017080712573573088332B7D65,E43A6E078A04172,4,4,脉动,2017/6/1 18:22,A,已出货未退款,已提现,饮料,功能饮料
DD201708167493996206650538629,E43A6E078A04134,1,1,康师傅矿泉水,2017/6/1 18:22,B,已出货未退款,已提现,饮料,水
DD201708167493615983036495067,E43A6E078A04228,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/1 18:26,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493643877773572266,E43A6E078A06874,4.5,4.5,燕塘原味酸奶,2017/6/1 18:27,E,已出货未退款,已提现,饮料,乳制品
DD20170807122202212141BC77C12,E43A6E078A07631,2.5,2.5,雪碧最新款,2017/6/1 18:28,D,已出货未退款,已提现,饮料,碳酸饮料
DD201705231536381133574283B44,E43A6E078A06874,3.5,3.5,统一绿茶,2017/6/1 18:28,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493579055604129473,E43A6E078A04228,50,50,100g*5瓶益力多,2017/6/1 18:29,C,已出货未退款,已提现,饮料,乳制品
DD20170807122157749220F003423,E43A6E078A04172,2.5,2.5,雪碧最新款,2017/6/1 18:31,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493775987018458278,E43A6E078A04134,3,3,250ml维他奶低糖原味,2017/6/1 18:31,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493799626532425444,E43A6E078A04134,3,3,250ml维他柠檬茶,2017/6/1 18:31,B,已出货未退款,已提现,饮料,茶饮料
DD201705231535146318784307360,E43A6E078A04134,3.5,3.5,卫龙大面筋,2017/6/1 18:31,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493495249838212024,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/6/1 18:32,A,已出货未退款,已提现,饮料,茶饮料
DD20170807122117156AE2BA5CA6D,E43A6E078A04172,2,2,怡宝纯净水,2017/6/1 18:32,A,已出货未退款,已提现,饮料,水
DD201705231519112462FC18F7440,E43A6E078A04172,3.5,3.5,冰糖雪梨,2017/6/1 18:33,A,已出货未退款,已提现,饮料,果蔬饮料
DD20170807121858850D2907ED489,E43A6E078A07631,2,2,怡宝纯净水,2017/6/1 18:33,D,已出货未退款,已提现,饮料,水
DD201708167493615877841075695,E43A6E078A07631,6.5,6.5,430g泰奇八宝粥,2017/6/1 18:36,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493197572189725319,E43A6E078A07631,1.5,1.5,劲仔小鱼（麻辣味）,2017/6/1 18:40,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493615858398995311,E43A6E078A04172,10,10,225g味之不规则饼干芝士味,2017/6/1 18:41,A,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493738710611770076,E43A6E078A06874,3.5,3.5,250ml燕塘甜牛奶,2017/6/1 18:42,E,已出货未退款,已提现,饮料,乳制品
DD201708167493996208637026668,E43A6E078A04134,2,2,伊利优酸乳,2017/6/1 18:43,B,已出货未退款,已提现,饮料,乳制品
DD201707161215543399C5AACB6CD,E43A6E078A06874,3,3,芬达330ml,2017/6/1 18:43,E,已出货未退款,已提现,饮料,碳酸饮料
DD2017081674937387415688353,E43A6E078A06874,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/6/1 18:44,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493615842091653462,E43A6E078A04228,10,10,145ml旺仔牛奶盒装,2017/6/1 18:46,C,已出货未退款,已提现,饮料,乳制品
DD2017052315114781870B17F5699,E43A6E078A04172,3,3,统一冰红茶,2017/6/1 18:49,A,已出货未退款,已提现,饮料,茶饮料
DD20170807121015560CA66495631,E43A6E078A04134,1,1,香豆干,2017/6/1 18:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493644030373913498,E43A6E078A06874,4.5,4.5,250ml燕塘原味酸奶,2017/6/1 18:50,E,已出货未退款,已提现,饮料,乳制品
DD201708167493495141181564762,E43A6E078A04134,3.5,3.5,维他原味豆奶,2017/6/1 18:55,B,已出货未退款,已提现,饮料,植物蛋白
DD2017080712053351D000607164D,E43A6E078A04134,3,3,卫龙大面筋,2017/6/1 18:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017052314404315382C92F8954,E43A6E078A04228,4.5,4.5,营养快线,2017/6/1 18:55,C,已出货未退款,已提现,饮料,乳制品
DD201708167493615803668543046,E43A6E078A07631,21,21,12g劲仔小鱼卤香味,2017/6/1 18:56,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493615693219572726,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/1 18:57,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493644056634329817,E43A6E078A06874,4.5,4.5,52g旺旺仙贝,2017/6/1 18:59,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493197648109057884,E43A6E078A07631,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/1 19:01,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493197655186312407,E43A6E078A04228,8,8,250ml燕塘红枣牛奶,2017/6/1 19:07,C,已出货未退款,已提现,饮料,乳制品
DD2017080516093958F4EF24451D2,E43A6E078A04134,4,4,果粒橙,2017/6/1 19:11,B,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493800164664400537,E43A6E078A04228,3,3,250ml维他柠檬茶,2017/6/1 19:11,C,已出货未退款,已提现,饮料,茶饮料
DD2017052113400394B3524E8493A,E43A6E078A04228,3.5,3.5,可口可乐（500ml）,2017/6/1 19:11,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493578999804234479,E43A6E078A04134,2,2,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/1 19:13,B,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749361546114676455,E43A6E078A07631,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/6/1 19:14,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493197799420923657,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/1 19:19,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493996284173793005,E43A6E078A04134,2,2,香脆肠,2017/6/1 19:22,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201707161222031326E64B6BBC5,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 19:22,E,已出货未退款,已提现,饮料,水
DD201708167493197821975213517,E43A6E078A07631,2,2,85g新麦潮北海道吐司,2017/6/1 19:23,D,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749399628614087367,E43A6E078A04134,2.5,2.5,可口可乐330ml,2017/6/1 19:24,B,已出货未退款,已提现,饮料,碳酸饮料
DD20170716122532352EFDEF1BE1F,E43A6E078A06874,3,3,怡宝纯净水,2017/6/1 19:24,E,已出货未退款,已提现,饮料,水
DD201708167493197900327700868,E43A6E078A06874,4.5,4.5,40g乐事薯片黄瓜味,2017/6/1 19:25,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493615293913175611,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/1 19:27,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170802222613117EBDE59777F,E43A6E078A04134,3,3,怡宝纯净水,2017/6/1 19:29,B,已出货未退款,已提现,饮料,水
DD201708167493996332740437676,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/1 19:29,E,已出货未退款,已提现,饮料,功能饮料
DD20170816749373895402462624,E43A6E078A06874,3.5,3.5,250ml维他奶巧克力味,2017/6/1 19:33,E,已出货未退款,已提现,饮料,植物蛋白
DD20170805160123685DECAB4FC39,E43A6E078A04134,5,5,王老吉（500ml）,2017/6/1 19:42,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493382491414716472,E43A6E078A04228,5.5,5.5,103g康师傅红烧牛肉面,2017/6/1 19:42,C,已出货未退款,已提现,非饮料,方便速食
DD20170521131403319AC2D2C0886,E43A6E078A04228,4,4,王老吉（500ml）,2017/6/1 19:42,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493996364501040447,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/1 19:42,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493996425607178936,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/6/1 19:43,B,已出货未退款,已提现,饮料,功能饮料
DD201708051559072716C415918E6,E43A6E078A07631,3,3,统一冰红茶,2017/6/1 19:43,D,已出货未退款,已提现,饮料,茶饮料
DD20170521130430363D7EE5D3B8B,E43A6E078A04134,3.5,3.5,雪碧（500ml）,2017/6/1 19:44,B,已出货未退款,已提现,饮料,碳酸饮料
DD20170816749399648436368272,E43A6E078A04228,3,3,卫龙大面筋,2017/6/1 19:44,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708051558547298FA48B807D,E43A6E078A07631,3.5,3.5,王老吉（罐）,2017/6/1 19:44,D,已出货未退款,已提现,饮料,茶饮料
DD20170521130518118A10CE5662C,E43A6E078A06874,2.5,2.5,怡宝纯净水,2017/6/1 19:44,E,已出货未退款,已提现,饮料,水
DD201708167493996508199753994,E43A6E078A04228,3,3,可口可乐（500ml）,2017/6/1 19:45,C,已出货未退款,已提现,饮料,碳酸饮料
DD2017080515461720FA31E33EFAC,E43A6E078A07631,3,3,统一冰红茶,2017/6/1 19:45,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493996528118641833,E43A6E078A04228,3,3,伊利优酸乳,2017/6/1 19:46,C,已出货未退款,已提现,饮料,乳制品
DD2017080515314454B105F783868,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/1 19:46,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493545529773961341,E43A6E078A04228,3.5,3.5,600ml雪碧,2017/6/1 19:48,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493198056303830274,E43A6E078A04228,9,9,52g旺旺仙贝,2017/6/1 19:51,C,已出货未退款,已提现,非饮料,膨化食品
DD20170816749347513398567246,E43A6E078A06874,10,10,145ml旺仔牛奶盒装,2017/6/1 19:53,E,已出货未退款,已提现,饮料,乳制品
DD20170805152637594ACDF460069,E43A6E078A06874,4,4,脉动,2017/6/1 19:53,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493578943201939447,E43A6E078A07631,6,6,330ml伊利畅意乳酸菌原味,2017/6/1 19:55,D,已出货未退款,已提现,饮料,乳制品
DD201708167493615233925181399,E43A6E078A04134,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/6/1 19:58,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493644627650058881,E43A6E078A06874,4.5,4.5,68g好丽友蛋黄派2枚,2017/6/1 19:59,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493996532748720056,E43A6E078A04134,6,6,红牛,2017/6/1 20:01,B,已出货未退款,已提现,饮料,功能饮料
DD20170716182551180770B723353,E43A6E078A06874,3,3,可口可乐最新款,2017/6/1 20:01,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493198086769168692,E43A6E078A07631,4.5,4.5,40g呀土豆番茄酱味,2017/6/1 20:12,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493382508486809007,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/1 20:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
